id,openness,conscientiousness,extraversion,agreeableness,neuroticism,overall_personality,interview_score,answer_score,speaking_skills,confidence_score,facial_expression,overall_performance
0001,-0.6530864781430419,-0.048687523913822875,-0.6910341478792781,-0.29282249998209187,0.18964227851407364,-0.028877340581066883,-0.92274277989017,-0.802644548060768,-0.7690474351952603,-0.36181698330407713,-0.8165911595299759,-0.4563523865757841
0002,-0.0073902935550767225,0.12842621708578894,-0.12483160840343616,-0.1498892743217474,0.0877688440179755,-0.06422370136864729,-0.17357033576706296,-0.13235217519956055,-0.5616886738698287,-0.17404397607660577,-0.30426276309578476,-0.19331883341437514
0003,0.2213448878846195,0.2806193255432059,0.24607609841092415,0.3794581980095758,-0.1870374411516879,0.599916485133819,0.18402416569948582,0.22340087073466341,0.22332762915594515,0.6002576926323405,0.26848494034777287,0.26224633076855963
0004,1.1767971032442834,0.7636678564602318,1.3091526061084648,1.3054357082932653,-0.17964072053942753,1.2781616332358336,1.5517729494212127,1.1612516653780942,1.648814752758317,1.2891050550222187,1.5099837098200766,1.3386164564153384
0005,-0.8036826407285333,-0.5486802027657621,-0.7770846040444253,-0.7483718494899676,0.01825914574314544,-0.6054649777206363,-1.0287432822708575,-0.9441246499453174,-1.2117013709026119,-0.5465329398421798,-0.6145273434955835,-0.9057525676825945
0006,-0.6133423079464416,0.06349719105317665,-0.4441108758777544,-0.03302581802940408,0.08782102910126684,-0.02884093420810462,-0.6577174707577405,-0.44588779541068263,-0.33107370089478366,-0.2186104030406248,-0.32677907047190835,-0.06878855201969984
0007,-0.18956153129020661,0.22626972703900575,0.2136620523330668,0.12911644908756614,-0.13862368446954673,0.48675071583622603,0.03453104005653986,0.2119230587489558,-0.24033972992891034,0.1315708712483124,-0.03648012626495576,0.06346869051620624
0008,0.41070312415428545,0.2949956406901272,0.21945135668457527,0.1049231004094873,-0.03949233297810295,0.43153262997259934,0.4192596588087742,0.013731150304622868,0.13586716712049146,0.35517799609943357,0.07661373241718832,0.5187434377572815
0009,0.07387047555714492,0.5638558634923633,-0.23623007873945,0.05906934813872839,0.15140564119416638,0.25707204400370826,0.31859421932154214,0.13323246922788476,0.25128363576134366,-0.0427114126380985,0.322955134472812,0.12133559916599099
0010,-0.6704405720858463,-0.11430013450264062,-0.5449953008344482,-0.8170376630644434,0.31287909238483735,-0.220743221784232,-0.8355197078581368,-0.7100871209015177,-1.049752057082127,-0.8123672717766712,-0.8542165780060335,-0.5464009382273862
0011,-0.9063845308551536,-0.23400948775104546,-1.0216534056613904,-0.7073958659763278,0.05723612848823763,-0.5009729197625113,-1.161839957846355,-0.7995673411951348,-1.1721462828279157,-0.883970593819197,-0.9235321851221355,-0.7402300227228235
0012,0.43641086740637713,0.1314909809289666,0.29340242564407915,0.09569439202658778,0.0029033610008928593,0.40529178402925087,0.45151287747797053,0.029155070387946177,0.2397170595980492,0.07850782499686335,0.053050810122104185,0.1509549739606402
0013,-0.4575093825043989,-0.10914267085611011,-0.1251623721772064,-0.38741846652796774,0.24527688634205952,-0.10973401765280812,-0.7053078694584898,-0.4444293462749718,-0.8024905243613014,-0.21035851519620577,-0.5211214293665443,-0.2564366232774141
0014,0.9109571112707057,0.7470177467845134,1.0631371465259887,1.042394547731656,-0.1586551547217206,1.0819625888419335,0.8592382308596608,0.8390659952165254,0.9086731258821096,1.1584026433794057,0.7845964575560535,1.391400471294505
0015,-0.28541424391936765,0.3084417873457654,-0.577709378262252,-0.36535550146421214,0.2970223768865707,-0.4659206105619557,-0.4680520219759708,-0.46970408408639047,-0.4055678726022333,-0.5828641208522286,-0.40457127836982726,-0.3352353174417973
0016,0.8080277917377212,0.48301550183268566,1.0785147397267776,0.762522639378509,-0.8001615795876432,0.9747889249775821,0.9665269538395199,0.8033334407918941,0.7891544952947599,0.9785712900040284,0.7607618626171351,1.142830245142829
0017,-0.5494727483168281,-0.050723472201903805,-0.16867260798245784,-0.47462597096797526,-0.08844827589656304,-0.4383630100539577,-0.7174211559254551,-0.7048678265870417,-1.0398407766914044,-0.19766773161672715,-0.6084269059147611,-0.5436934419668287
0018,0.11422169999589823,0.441334275243521,0.2140560544849508,0.7241067722240829,-0.034651578412399665,0.6827982856756659,0.5819002582730504,0.5734928657869074,0.1977817654276546,0.47371329258368505,0.43356912860539387,0.43078621592755484
0019,-0.6357978388589648,-0.28908034002706634,-0.4864429772628979,-0.53306506771593,0.05384254554226142,-0.43711191773620095,-0.5985220227516209,-0.6992979065384358,-1.0995041394048763,-0.33124951080362275,-0.8685798705690231,-0.44723123745836907
0020,0.28247557740501017,0.32699265733665095,0.05309382020863797,0.1399209008847954,-0.14866169192451675,0.2362136640429415,0.24154402337318773,0.21354744850200974,-0.0638684885572615,0.3430032235649485,0.01126770109736922,0.25533018280510433
0021,0.022899302068424467,0.21168677127251806,0.34071264653604916,0.4950439520808147,-0.3362970430058107,0.5748738327935985,0.1603379511629997,0.09938207837206092,0.20311495040505373,0.3288262956902528,0.1044754206594482,0.3887572567179287
0022,-1.467442322154117,-0.925691379065236,-1.228970562907433,-1.1891004455640635,0.17087470926121048,-1.319831036702088,-1.201632816911593,-1.1297822196265879,-1.0295896317649411,-1.258742595146186,-1.199806852968462,-1.379319779434387
0023,-0.04289481794262811,0.38266049163698307,-0.07590584980658178,-0.08225471061948694,0.25806900253627235,0.13972043620925048,-0.10057786875835044,-0.27817868210684676,-0.10755280820835433,-0.049348736295633806,-0.09100985548657671,-0.2439837953293982
0024,0.7963643290489768,0.9077063670023646,0.8218475523444508,0.9893623809784662,-0.16955723198625305,1.687406780761373,1.219667063000902,1.1058074209177724,0.9145071715435923,1.0521409867192297,0.7896147372605441,1.3688643008833796
0025,0.48202610335819446,0.3990322768144183,0.21507978332791844,0.5983796017587406,-0.23709327960949755,0.6255431351438318,0.36545116574184977,0.40661416841378395,0.37594715999874034,0.48385409807496477,0.27779731092371157,0.4971056885752126
0026,-0.5416556178534402,-0.5047245636995492,-0.4463693301081551,-0.19949468965432676,0.12162078078013094,-0.25923593578040316,-0.63468063051982,-0.4525866719903812,-0.6645537755309748,-0.3967029357004021,-0.5513103369560335,-0.7450784568181533
0027,0.11581998900954633,-0.08936689020049603,0.287872572415523,0.047164573673122025,0.24601471814385714,0.022578766789402738,-0.18440480837609835,-0.17181135535175854,-0.25369624612083885,0.028921826546069385,0.12403512552836142,-0.15451012259741528
0028,0.3955632532027879,0.2421686308953653,0.14919695676783354,0.4243593375467298,-0.0166370201892263,0.2747285955410097,0.18518174950439645,0.19989597963603295,0.025809644184813085,0.20718230416528585,-0.10233234974668153,0.28493865273725744
0029,0.863730636195499,0.6500252795649848,0.874953364881394,0.7094824627549402,-0.16407462628455016,1.3711436304004438,1.2031396920859472,0.7021115754331578,0.8136375095114341,1.04076659097744,0.7907128754595664,1.0197698835288258
0030,-0.984332196989771,-0.8679803006214121,-0.971040660930076,-0.8535759483386678,0.23483711650883668,-1.0009761488985398,-1.141533468203016,-0.9648238087498202,-1.465710274834664,-0.7490946492582156,-1.0736227605978397,-0.9668453450979687
0031,-0.3996379083480548,-0.17609523913070702,-0.4421323752260598,-0.5107757658616198,-0.07177458267527281,-0.27314136383658694,-0.45953284516235315,-0.6077127454867483,-0.5786722590956033,-0.6140466638068562,-0.559807062859967,-0.7250117098011557
0032,0.8259452566866399,0.6286924362936,0.8307173151331536,1.2837377841503574,0.15111375085255543,1.3706595972500761,1.231545161834464,0.9323218138095308,1.2318017509940185,1.2126610020254944,1.0634790544821684,1.242304743828098
0033,-1.243929737070582,-0.6978730712954501,-1.007277208479969,-0.5073058576098552,0.33099623947095025,-0.8584997884259608,-1.2766525628349799,-1.2004713908008864,-1.5310423017553643,-0.9420312485779654,-1.4622728207545634,-0.8912209598897284
0034,-0.49800812628723906,-0.05861482312179098,-0.32627737351767794,-0.44363911706638987,-0.01741004721736194,-0.32026781365069523,-0.3908434666857904,-0.4152358335945177,-0.4785709399190202,-0.35454594812353335,-0.41012788303103875,-0.5536552338723565
0035,0.24825511133411998,0.4175109126125541,-0.4668996793551683,-0.02636741594609858,0.12094057773210891,0.1658116584375521,0.04331633250958756,0.1843787910562787,-0.07869523189603,-0.024341939044977057,0.13378794896403265,0.22056912536075154
0036,-0.028243688450792417,0.26567477087444985,0.1863073610971758,0.14040685106454198,-0.017382129946033796,0.2457445498114134,-0.29822696878520233,-0.21817343121865096,-0.2734612258211016,0.2579261973530043,-0.2246606435718858,0.12304884229552575
0037,0.12627298048306848,0.3155894408125502,0.34132349116561445,0.34993916132673786,-0.056657121719765516,0.6265250686343565,0.22836250290618543,0.09657798038784232,0.28068598356325375,0.3314341911977815,-0.19174248352319018,0.3482546401576395
0038,-0.7137930125683907,-0.2029934674651663,-0.48399784478664426,0.05917288572839443,0.23033821680825156,-0.23863035848085756,-0.5251100756620145,-0.7472430343048657,-0.6829138171894275,-0.34417373962580605,-0.640577800164898,-0.5185291868681149
0039,-0.6116926246371486,-0.5208925800763997,-0.09524163244933996,-0.49178450317152644,0.09068555635825928,-0.3462585997198669,-0.7079747232665335,-0.3598983660414526,-0.6537661328591957,-0.14119496238440504,-0.804099585576949,-0.4341260911053143
0040,0.2753690708520386,0.32781921531755087,0.2182077393892151,0.7914519048025549,-0.07206339456399169,0.7627053523047219,0.6373974351261377,0.6736713454045219,0.5518327521909401,0.7580020859753414,0.2831854960095982,0.867006847167567
0041,-1.2629779094757891,-1.0935468507789925,-1.795343475643632,-1.595038760819367,0.39353301292643544,-1.4374608455186006,-1.5382610680641824,-1.3198108630155192,-1.4857138348384136,-1.574666739251802,-1.2582765002607708,-1.6041198829700851
0042,0.16682020404916975,0.20862284120275734,-0.06550827556396686,0.22716531248005312,-0.3784992645898411,0.21896147772943672,0.13440676345950742,-0.17776648155459734,0.29218120224308075,0.0653772684925994,-0.053781037583981145,-0.0011229379265994856
0043,-1.3869794340978505,-1.1016753976352256,-1.1322976233878739,-1.1611575821597437,0.2896975310604948,-1.087088924324013,-1.05559485060052,-1.209237573526074,-1.5685848374859481,-1.1493261100627663,-1.2227428121824993,-1.0953328065494412
0044,-1.1068545515111852,-0.5969510546080384,-1.1351238717355494,-0.6343689432706067,0.28884310383073153,-0.8133548895561572,-0.7320313064555792,-0.7833799601395222,-1.005369585639472,-1.0421527113488913,-0.9827351475656899,-0.9425042758208588
0045,-0.00895030192399679,0.3267004992942425,0.06980920162698386,0.5733315828762007,-0.3250299122943099,0.5878034186828103,0.5105902210436248,0.4902216789824028,0.403114516228575,0.7884333986101443,0.44172337676212287,0.5394592468537928
0046,1.2297181360126526,0.9085754472809096,0.6756431458621279,1.0296056382113832,-0.031944421022678464,1.669569515235921,1.1171870633341991,1.3371456706809164,1.216358299336172,0.9410617271575816,1.4753398028904472,1.7153153633063074
0047,0.4977606205469309,0.7388526252950255,-0.08412213242506461,0.1080726001582925,0.2332156224971861,0.45390479277815576,0.3964760478535036,0.4980769713252363,0.5815039763349913,0.11728477041474683,0.49397631846256473,0.5424583087956181
0048,-0.20876949218810595,0.12721885569426128,-0.7202741162379814,-0.11588000729620368,0.2883708902989365,-0.2422187659305221,-0.48422919177873003,-0.3392060133296789,-0.3856016713767529,-0.36432723575950743,-0.24672427110178552,-0.5087424246413876
0049,-0.4272999521330586,-0.2886108119343326,-0.13711242652395558,-0.34155112823640815,0.24452127442535004,-0.3786433461094727,-0.4341964408908019,-0.533639492821049,-0.4995225599874334,-0.5943930941328414,-0.2857700454056681,-0.5376498954308069
0050,-1.6470180172996274,-1.0517259451611654,-1.5826143883634867,-1.1952834676807484,0.23915199303442503,-1.183110490662278,-1.6154519990933356,-1.4020690483564746,-1.7770027002257214,-1.326148844817277,-1.3993037147272362,-1.3740525197832973
0051,1.0438106288948665,0.5232293132191395,0.6205357440085181,0.27456759636816197,-0.07373494670909521,0.691322063102647,0.4765178650380358,0.4329766844873185,0.359162622718632,0.7766162291253784,0.4114661571015673,0.741708151489619
0052,0.3610426700023846,0.23173942259473862,0.5746948724920922,0.7566695588972248,-0.39396496576837775,0.7103914691735589,0.5541674985083227,0.5084138593889626,0.6312488259247734,0.6268490394629357,0.41219518253441656,0.48118784167604295
0053,0.4561717257436862,0.38174723891267115,0.08602567836344584,0.34989894084203543,0.4078289236508118,0.32616677274444805,0.3479337176984887,0.18238830059897726,0.3130127831757619,0.11107175664463342,0.36049493001745636,0.3856798032228077
0054,1.2754009462556033,1.1282671875324153,1.0859986497740122,1.39251138436222,-0.6218640880443418,1.6525719535190142,1.6040706195333292,1.4701036002898031,1.4225316184220784,1.3822267484788084,1.333287424937875,1.4512889474207329
0055,0.015093665797941937,0.09162336034604955,-0.39374130683439396,-0.2933022357986321,0.3052604864195306,-0.14373896868347752,-0.21296307235372897,-0.15000395474237121,-0.22834196224256698,-0.1791844678855771,-0.4028208556490713,-0.12204996169676169
0056,-0.40466166041948165,-0.11483158181487726,-0.4545645832142734,-0.32210053709938363,0.05999100420045703,-0.23546740231338767,-0.8160148649121033,-0.23552773030398275,-0.43102868065950506,-0.41972601530836784,-0.5174841409128362,-0.5628162455044267
0057,-0.46125953518314666,-0.06461803499784109,-0.23218233673499628,-0.7050962040805444,0.6834464908159983,-0.43586519449372363,-0.4997150474441617,-0.6481601589057964,-0.5761046182850804,-0.6818338154758804,-0.705373858530675,-0.5883884898312397
0058,-0.6005974356041162,-0.33996086009220855,-0.9984608762722251,-0.5854472945729078,0.31985678472693513,-0.7827297921810001,-0.7350402175916816,-0.8215703796699937,-0.8831217785592742,-1.0827814697198597,-0.937952283307369,-0.9111501644907605
0059,-1.080565205162187,-0.73971980577812,-0.8250649827975569,-0.5580882053691357,0.1879765250194275,-0.7488122006603631,-0.9826343844143512,-0.9056283734591266,-1.0921512075498385,-0.8313952314662262,-0.8448563464641358,-0.9086157561444873
0060,0.3758182498369699,0.32502016984686405,0.7220106424139728,0.2905274060348741,-0.29875366528421593,0.4861716164059054,0.4809448623547944,0.38411021824616554,0.573948597834876,0.5265655370131146,0.4093289050283521,0.38251478106358755
